plasmid_id,not_applicable,hidden_count,total_orfs,total_orfs_factor
105956,FALSE,0,1,1
105793,FALSE,0,1,1
106952,FALSE,0,1,1
107146,FALSE,0,1,1
105776,FALSE,0,1,1
106105,FALSE,0,1,1
106091,FALSE,0,1,1
105947,FALSE,0,1,1
105952,FALSE,0,1,1
106100,FALSE,0,1,1
107145,FALSE,0,1,1
107147,FALSE,0,1,1
106172,FALSE,0,1,1
106373,FALSE,0,1,1
107883,TRUE,0,NA,Not Applicable
105808,FALSE,0,1,1
106953,FALSE,0,1,1
106950,FALSE,0,1,1
107194,FALSE,1,2,2
105814,FALSE,0,1,1
107885,TRUE,0,NA,Not Applicable
107181,FALSE,0,1,1
105961,FALSE,0,1,1
107199,FALSE,0,1,1
107975,FALSE,0,1,1
105591,FALSE,0,1,1
108221,FALSE,0,1,1
107551,FALSE,0,1,1
108121,FALSE,0,1,1
108098,FALSE,0,1,1
107186,FALSE,0,1,1
107971,FALSE,0,1,1
106405,FALSE,0,1,1
106334,TRUE,0,NA,Not Applicable
106941,FALSE,1,2,2
105959,FALSE,0,1,1
108399,FALSE,0,1,1
107977,FALSE,0,1,1
107183,FALSE,0,1,1
106951,FALSE,0,1,1
107774,TRUE,0,NA,Not Applicable
107184,FALSE,0,1,1
106948,FALSE,0,1,1
107091,FALSE,0,1,1
108485,FALSE,0,1,1
107197,FALSE,0,1,1
107888,TRUE,0,NA,Not Applicable
107201,FALSE,0,1,1
107867,TRUE,0,NA,Not Applicable
108080,FALSE,0,1,1
108226,TRUE,0,NA,Not Applicable
108230,FALSE,0,1,1
10845,FALSE,0,1,1
106094,FALSE,0,1,1
107505,FALSE,0,1,1
108404,FALSE,0,1,1
107696,FALSE,0,1,1
108396,FALSE,0,1,1
108231,FALSE,0,1,1
107265,FALSE,0,1,1
107389,FALSE,0,1,1
107721,FALSE,0,1,1
107023,FALSE,0,1,1
108391,FALSE,0,1,1
107252,FALSE,0,1,1
107196,FALSE,0,1,1
108229,FALSE,0,1,1
107387,FALSE,0,1,1
107773,TRUE,0,NA,Not Applicable
107398,FALSE,0,1,1
108478,FALSE,0,1,1
108397,FALSE,0,1,1
107970,FALSE,0,1,1
108405,FALSE,0,1,1
108475,FALSE,0,1,1
108402,FALSE,0,1,1
108390,FALSE,0,1,1
107707,FALSE,0,1,1
10843,FALSE,0,1,1
108483,FALSE,0,1,1
107253,FALSE,0,1,1
107388,FALSE,0,1,1
108486,FALSE,0,1,1
107969,FALSE,0,1,1
108403,FALSE,0,1,1
107198,FALSE,0,1,1
108389,FALSE,0,1,1
108492,FALSE,0,1,1
108495,FALSE,0,1,1
108484,FALSE,0,1,1
10844,FALSE,0,1,1
108401,FALSE,0,1,1
108406,FALSE,0,1,1
108393,FALSE,0,1,1
108491,FALSE,0,1,1
108502,FALSE,0,1,1
108408,FALSE,0,1,1
108497,FALSE,0,1,1
108494,FALSE,0,1,1
108493,FALSE,0,1,1
108499,FALSE,0,1,1
108500,FALSE,0,1,1
108504,FALSE,0,1,1
108509,FALSE,0,1,1
108674,FALSE,0,1,1
108505,FALSE,0,1,1
108507,FALSE,0,1,1
108506,FALSE,0,1,1
108870,FALSE,0,1,1
108503,FALSE,0,1,1
108675,FALSE,0,1,1
108508,FALSE,0,1,1
108895,TRUE,0,NA,Not Applicable
108566,TRUE,0,NA,Not Applicable
108697,FALSE,0,1,1
108699,FALSE,0,1,1
109021,FALSE,0,1,1
109148,FALSE,0,1,1
108641,FALSE,0,1,1
109026,FALSE,0,1,1
109152,FALSE,0,1,1
109016,FALSE,0,1,1
108698,FALSE,0,1,1
109292,FALSE,0,1,1
109023,FALSE,0,1,1
109017,FALSE,0,1,1
108714,FALSE,0,1,1
109014,FALSE,0,1,1
110203,FALSE,0,1,1
109020,FALSE,0,1,1
109018,FALSE,0,1,1
10961,FALSE,0,1,1
110188,FALSE,0,1,1
109015,FALSE,0,1,1
109293,FALSE,0,1,1
108700,FALSE,0,1,1
109144,FALSE,0,1,1
109291,FALSE,0,1,1
109019,FALSE,0,1,1
110187,FALSE,0,1,1
109027,FALSE,0,1,1
110494,FALSE,0,1,1
109428,FALSE,0,1,1
109295,FALSE,0,1,1
110499,FALSE,0,1,1
110182,FALSE,0,1,1
110181,FALSE,0,1,1
109294,FALSE,0,1,1
111199,FALSE,0,1,1
110507,FALSE,0,1,1
11155,FALSE,0,1,1
109028,FALSE,0,1,1
109025,FALSE,0,1,1
108938,FALSE,0,1,1
109043,FALSE,0,1,1
10952,FALSE,0,1,1
110509,FALSE,0,1,1
109024,FALSE,0,1,1
110734,FALSE,0,1,1
110190,FALSE,0,1,1
111215,FALSE,0,1,1
110833,FALSE,0,1,1
110299,FALSE,0,1,1
110060,FALSE,0,1,1
110170,FALSE,0,1,1
110189,FALSE,0,1,1
110301,FALSE,0,1,1
110169,FALSE,0,1,1
110495,FALSE,0,1,1
111518,FALSE,0,1,1
110191,FALSE,0,1,1
110515,FALSE,0,1,1
110502,FALSE,0,1,1
110505,FALSE,0,1,1
111536,FALSE,0,1,1
109372,FALSE,0,1,1
108939,FALSE,0,1,1
110500,FALSE,0,1,1
110497,FALSE,1,2,2
110498,FALSE,0,1,1
111538,FALSE,0,1,1
111535,FALSE,0,1,1
11153,FALSE,0,1,1
111190,FALSE,0,1,1
110834,FALSE,0,1,1
11106,FALSE,0,1,1
111532,FALSE,0,1,1
110549,FALSE,0,1,1
110513,FALSE,0,1,1
111395,FALSE,0,1,1
11107,FALSE,0,1,1
111540,FALSE,0,1,1
110186,FALSE,0,1,1
110496,FALSE,0,1,1
11150,FALSE,1,2,2
111534,FALSE,0,1,1
111191,FALSE,0,1,1
110512,FALSE,0,1,1
111195,FALSE,0,1,1
110501,FALSE,0,1,1
112104,FALSE,0,1,1
111814,TRUE,0,NA,Not Applicable
111812,TRUE,0,NA,Not Applicable
110661,FALSE,0,1,1
111512,FALSE,0,1,1
111396,FALSE,0,1,1
11159,FALSE,0,1,1
111815,TRUE,0,NA,Not Applicable
111207,FALSE,0,1,1
111813,FALSE,0,1,1
11154,FALSE,0,1,1
111771,TRUE,0,NA,Not Applicable
111533,FALSE,0,1,1
111539,FALSE,0,1,1
111499,FALSE,0,1,1
111517,FALSE,0,1,1
111197,FALSE,0,1,1
111202,FALSE,0,1,1
111603,FALSE,0,1,1
111817,TRUE,0,NA,Not Applicable
110693,FALSE,0,1,1
111934,FALSE,0,1,1
112103,FALSE,0,1,1
111537,FALSE,0,1,1
111933,FALSE,0,1,1
112102,FALSE,0,1,1
111816,FALSE,0,1,1
112105,FALSE,0,1,1
112107,FALSE,0,1,1
112106,FALSE,0,1,1
112108,FALSE,0,1,1
112246,FALSE,0,1,1
112851,TRUE,0,NA,Not Applicable
112733,FALSE,0,1,1
112205,FALSE,0,1,1
112250,FALSE,0,1,1
112848,TRUE,0,NA,Not Applicable
112744,FALSE,1,2,2
112156,FALSE,0,1,1
112829,FALSE,0,1,1
112846,FALSE,0,1,1
112155,FALSE,0,1,1
112245,FALSE,0,1,1
112228,FALSE,0,1,1
112110,FALSE,0,1,1
112109,FALSE,0,1,1
112111,FALSE,0,1,1
112847,FALSE,0,1,1
112270,FALSE,0,1,1
112760,FALSE,0,1,1
112837,FALSE,0,1,1
112761,FALSE,0,1,1
112213,FALSE,0,1,1
112762,FALSE,0,1,1
112835,FALSE,0,1,1
113039,TRUE,0,NA,Not Applicable
112269,FALSE,0,1,1
112843,FALSE,1,2,2
112917,TRUE,0,NA,Not Applicable
112841,FALSE,0,1,1
113115,TRUE,0,NA,Not Applicable
112666,FALSE,0,1,1
112918,TRUE,0,NA,Not Applicable
112839,FALSE,0,1,1
113020,FALSE,0,1,1
113697,FALSE,0,1,1
112831,FALSE,0,1,1
113157,FALSE,0,1,1
112833,FALSE,0,1,1
112859,FALSE,0,1,1
112926,FALSE,0,1,1
112970,TRUE,0,NA,Not Applicable
113041,TRUE,0,NA,Not Applicable
113131,TRUE,0,NA,Not Applicable
113155,FALSE,0,1,1
113695,FALSE,0,1,1
113696,FALSE,0,1,1
113565,FALSE,0,1,1
113158,FALSE,0,1,1
113159,FALSE,0,1,1
113042,TRUE,0,NA,Not Applicable
113385,FALSE,0,1,1
113132,TRUE,0,NA,Not Applicable
112844,FALSE,0,1,1
112842,FALSE,0,1,1
113156,FALSE,0,1,1
113005,TRUE,0,NA,Not Applicable
112840,FALSE,0,1,1
112927,FALSE,0,1,1
113040,TRUE,0,NA,Not Applicable
113560,FALSE,0,1,1
11348,FALSE,0,1,1
113346,TRUE,0,NA,Not Applicable
113120,TRUE,0,NA,Not Applicable
113694,FALSE,0,1,1
113934,FALSE,0,1,1
113006,TRUE,0,NA,Not Applicable
113862,FALSE,0,1,1
113133,TRUE,0,NA,Not Applicable
113559,FALSE,0,1,1
113557,FALSE,0,1,1
113558,FALSE,0,1,1
113499,FALSE,0,1,1
112896,FALSE,0,1,1
11347,FALSE,0,1,1
113865,FALSE,0,1,1
112857,FALSE,0,1,1
113498,FALSE,0,1,1
113387,FALSE,0,1,1
113119,TRUE,0,NA,Not Applicable
114022,FALSE,0,1,1
114050,FALSE,0,1,1
114032,FALSE,0,1,1
114119,FALSE,0,1,1
114121,FALSE,0,1,1
114128,FALSE,0,1,1
113933,FALSE,0,1,1
114051,FALSE,0,1,1
114116,FALSE,0,1,1
114120,FALSE,0,1,1
114033,FALSE,0,1,1
114280,FALSE,0,1,1
113965,FALSE,0,1,1
114025,FALSE,0,1,1
114286,FALSE,0,1,1
113547,FALSE,0,1,1
114031,FALSE,0,1,1
114036,FALSE,0,1,1
114279,FALSE,0,1,1
114122,FALSE,0,1,1
114278,FALSE,0,1,1
114049,FALSE,0,1,1
114276,FALSE,0,1,1
114030,FALSE,0,1,1
114129,FALSE,0,1,1
114289,FALSE,0,1,1
114142,FALSE,0,1,1
114027,FALSE,0,1,1
114023,FALSE,0,1,1
114291,FALSE,0,1,1
114028,FALSE,0,1,1
114029,FALSE,0,1,1
114126,FALSE,0,1,1
114281,FALSE,0,1,1
114125,FALSE,0,1,1
114035,FALSE,0,1,1
114034,FALSE,0,1,1
114026,FALSE,0,1,1
114287,FALSE,0,1,1
114284,FALSE,0,1,1
114277,FALSE,0,1,1
114292,FALSE,0,1,1
114297,FALSE,0,1,1
114290,FALSE,0,1,1
114296,FALSE,0,1,1
114295,FALSE,0,1,1
114299,FALSE,0,1,1
114298,FALSE,0,1,1
114300,FALSE,0,1,1
114312,FALSE,0,1,1
114306,FALSE,0,1,1
114415,FALSE,0,1,1
114309,FALSE,0,1,1
114313,FALSE,0,1,1
114380,FALSE,0,1,1
114417,FALSE,0,1,1
114420,FALSE,0,1,1
115518,FALSE,0,1,1
115918,FALSE,0,1,1
114418,FALSE,0,1,1
114427,FALSE,0,1,1
114416,FALSE,0,1,1
115501,FALSE,0,1,1
115523,FALSE,0,1,1
114308,FALSE,0,1,1
11546,FALSE,0,1,1
114429,FALSE,0,1,1
114723,FALSE,0,1,1
115516,FALSE,0,1,1
114734,FALSE,0,1,1
114462,FALSE,0,1,1
115786,FALSE,0,1,1
116106,FALSE,0,1,1
115524,FALSE,0,1,1
115616,FALSE,0,1,1
115618,FALSE,0,1,1
115783,FALSE,0,1,1
116105,FALSE,0,1,1
114426,FALSE,0,1,1
115973,FALSE,0,1,1
115241,FALSE,0,1,1
116115,FALSE,0,1,1
116116,FALSE,0,1,1
115491,FALSE,0,1,1
114733,FALSE,0,1,1
114732,FALSE,0,1,1
115495,FALSE,0,1,1
116110,FALSE,0,1,1
116111,FALSE,0,1,1
116120,FALSE,0,1,1
116108,FALSE,0,1,1
115617,FALSE,0,1,1
116104,FALSE,0,1,1
116154,FALSE,0,1,1
115972,FALSE,0,1,1
116227,FALSE,0,1,1
116209,FALSE,0,1,1
115619,FALSE,0,1,1
114419,FALSE,0,1,1
115557,FALSE,0,1,1
116112,FALSE,0,1,1
116226,FALSE,0,1,1
115905,FALSE,0,1,1
116126,FALSE,0,1,1
116123,FALSE,0,1,1
116186,FALSE,0,1,1
116214,FALSE,0,1,1
116118,FALSE,0,1,1
115974,FALSE,0,1,1
11579,FALSE,0,1,1
116229,FALSE,0,1,1
115902,FALSE,0,1,1
116166,FALSE,0,1,1
116124,FALSE,0,1,1
116107,FALSE,0,1,1
116153,FALSE,0,1,1
116204,FALSE,0,1,1
116121,FALSE,0,1,1
116250,FALSE,0,1,1
116206,FALSE,0,1,1
115975,FALSE,0,1,1
116165,FALSE,0,1,1
116310,FALSE,0,1,1
116218,FALSE,0,1,1
116119,FALSE,0,1,1
116313,FALSE,0,1,1
116170,FALSE,0,1,1
116333,FALSE,0,1,1
116217,FALSE,0,1,1
116230,FALSE,0,1,1
11619,FALSE,0,1,1
116265,FALSE,0,1,1
116294,FALSE,0,1,1
11578,FALSE,0,1,1
116284,FALSE,0,1,1
116131,FALSE,0,1,1
116301,FALSE,0,1,1
116327,FALSE,0,1,1
116278,FALSE,0,1,1
116369,FALSE,0,1,1
116228,FALSE,0,1,1
116370,FALSE,0,1,1
116238,FALSE,0,1,1
116168,FALSE,0,1,1
116261,FALSE,0,1,1
116360,FALSE,0,1,1
116374,FALSE,0,1,1
116248,FALSE,0,1,1
116194,FALSE,0,1,1
116354,FALSE,0,1,1
116256,FALSE,0,1,1
116276,FALSE,0,1,1
116320,FALSE,0,1,1
116393,FALSE,0,1,1
116391,FALSE,0,1,1
116260,FALSE,0,1,1
116364,FALSE,0,1,1
116368,FALSE,0,1,1
116381,FALSE,0,1,1
116367,FALSE,0,1,1
116373,FALSE,0,1,1
116350,FALSE,0,1,1
116365,FALSE,0,1,1
116382,FALSE,0,1,1
116372,FALSE,0,1,1
116342,FALSE,0,1,1
116389,FALSE,0,1,1
116390,FALSE,0,1,1
116392,FALSE,0,1,1
116394,FALSE,0,1,1
116363,FALSE,0,1,1
116385,FALSE,0,1,1
116386,FALSE,0,1,1
116323,FALSE,0,1,1
116396,FALSE,0,1,1
116398,FALSE,0,1,1
116409,FALSE,0,1,1
116411,FALSE,0,1,1
116401,FALSE,0,1,1
116410,FALSE,0,1,1
116412,FALSE,0,1,1
116414,FALSE,0,1,1
116419,FALSE,0,1,1
116429,FALSE,0,1,1
11642,FALSE,0,1,1
116444,FALSE,0,1,1
116420,FALSE,0,1,1
116423,FALSE,0,1,1
116449,FALSE,0,1,1
116425,FALSE,0,1,1
116426,FALSE,0,1,1
116485,FALSE,0,1,1
116437,FALSE,0,1,1
116428,FALSE,0,1,1
116427,FALSE,0,1,1
116415,FALSE,0,1,1
116470,FALSE,0,1,1
116491,FALSE,0,1,1
116445,FALSE,0,1,1
116443,FALSE,0,1,1
116481,FALSE,0,1,1
116422,FALSE,0,1,1
116499,FALSE,0,1,1
116439,FALSE,0,1,1
116453,FALSE,0,1,1
116448,FALSE,0,1,1
116486,FALSE,0,1,1
116446,FALSE,0,1,1
116507,FALSE,0,1,1
116488,FALSE,0,1,1
116424,FALSE,0,1,1
116430,FALSE,0,1,1
116442,FALSE,0,1,1
116441,FALSE,0,1,1
11643,FALSE,0,1,1
116451,FALSE,0,1,1
116440,FALSE,0,1,1
116432,FALSE,0,1,1
116457,FALSE,0,1,1
116455,FALSE,0,1,1
116517,FALSE,0,1,1
116525,FALSE,0,1,1
116450,FALSE,0,1,1
116479,FALSE,0,1,1
116587,FALSE,0,1,1
11644,FALSE,0,1,1
116530,FALSE,0,1,1
116597,FALSE,0,1,1
116547,FALSE,0,1,1
116516,FALSE,0,1,1
116586,FALSE,0,1,1
116589,FALSE,0,1,1
116490,FALSE,0,1,1
116584,FALSE,0,1,1
116503,FALSE,0,1,1
116588,FALSE,0,1,1
116501,FALSE,0,1,1
116495,FALSE,0,1,1
116590,FALSE,0,1,1
116514,FALSE,0,1,1
116600,FALSE,0,1,1
116538,FALSE,0,1,1
116529,FALSE,0,1,1
116484,FALSE,0,1,1
116591,FALSE,0,1,1
116541,FALSE,0,1,1
116506,FALSE,0,1,1
116526,FALSE,0,1,1
116618,FALSE,0,1,1
116603,FALSE,0,1,1
116512,FALSE,0,1,1
116527,FALSE,0,1,1
116592,FALSE,0,1,1
116594,FALSE,0,1,1
116593,FALSE,0,1,1
116595,FALSE,0,1,1
116604,FALSE,0,1,1
116599,FALSE,0,1,1
116602,FALSE,0,1,1
11651,FALSE,0,1,1
116621,FALSE,0,1,1
116639,FALSE,0,1,1
116661,FALSE,0,1,1
116608,FALSE,0,1,1
116669,FALSE,0,1,1
116585,FALSE,0,1,1
116596,FALSE,0,1,1
116601,FALSE,0,1,1
116673,FALSE,0,1,1
116606,FALSE,0,1,1
116670,FALSE,0,1,1
116635,FALSE,0,1,1
116679,FALSE,0,1,1
116637,FALSE,0,1,1
116688,FALSE,0,1,1
116636,FALSE,0,1,1
116598,FALSE,0,1,1
116674,FALSE,0,1,1
116666,FALSE,0,1,1
116628,FALSE,0,1,1
116667,FALSE,0,1,1
116660,FALSE,0,1,1
116605,FALSE,0,1,1
116649,FALSE,0,1,1
116680,FALSE,0,1,1
116672,FALSE,0,1,1
116675,FALSE,0,1,1
116648,FALSE,0,1,1
116677,FALSE,0,1,1
116650,FALSE,0,1,1
116668,FALSE,0,1,1
116693,FALSE,0,1,1
116692,FALSE,0,1,1
116678,FALSE,0,1,1
116681,FALSE,0,1,1
11663,FALSE,0,1,1
116694,FALSE,0,1,1
116696,FALSE,0,1,1
116676,FALSE,0,1,1
116700,FALSE,0,1,1
116695,FALSE,0,1,1
116698,FALSE,0,1,1
116697,FALSE,0,1,1
116699,FALSE,0,1,1
116703,FALSE,0,1,1
116702,FALSE,0,1,1
116701,FALSE,0,1,1
116715,FALSE,0,1,1
116727,FALSE,0,1,1
116723,FALSE,0,1,1
116751,FALSE,0,1,1
116747,FALSE,0,1,1
116730,FALSE,0,1,1
116706,FALSE,0,1,1
116711,FALSE,0,1,1
116717,FALSE,0,1,1
116707,FALSE,0,1,1
116739,FALSE,0,1,1
116714,FALSE,0,1,1
116716,FALSE,0,1,1
116721,FALSE,0,1,1
116725,FALSE,0,1,1
116760,FALSE,0,1,1
116720,FALSE,0,1,1
116722,FALSE,0,1,1
116728,FALSE,0,1,1
116745,FALSE,0,1,1
116724,FALSE,0,1,1
116776,FALSE,0,1,1
116765,FALSE,0,1,1
116758,FALSE,0,1,1
116778,FALSE,0,1,1
116743,FALSE,0,1,1
116868,FALSE,0,1,1
116790,FALSE,0,1,1
116752,FALSE,0,1,1
116732,FALSE,0,1,1
116768,FALSE,0,1,1
117095,TRUE,0,NA,Not Applicable
116733,FALSE,0,1,1
116786,FALSE,0,1,1
116766,FALSE,0,1,1
117098,TRUE,0,NA,Not Applicable
116773,FALSE,0,1,1
117049,FALSE,0,1,1
117097,TRUE,0,NA,Not Applicable
116767,FALSE,0,1,1
116795,FALSE,0,1,1
116764,FALSE,0,1,1
116770,FALSE,0,1,1
116798,FALSE,0,1,1
116803,FALSE,0,1,1
116756,FALSE,0,1,1
116800,FALSE,0,1,1
116816,FALSE,0,1,1
116781,FALSE,0,1,1
116799,FALSE,0,1,1
116796,FALSE,0,1,1
116854,FALSE,0,1,1
117101,TRUE,0,NA,Not Applicable
116853,FALSE,0,1,1
116797,FALSE,0,1,1
116835,FALSE,0,1,1
116808,FALSE,0,1,1
11680,FALSE,0,1,1
116818,FALSE,0,1,1
116789,FALSE,0,1,1
116855,FALSE,0,1,1
116822,FALSE,0,1,1
117103,TRUE,0,NA,Not Applicable
117046,FALSE,0,1,1
116879,FALSE,0,1,1
116926,FALSE,0,1,1
117811,TRUE,0,NA,Not Applicable
117100,TRUE,0,NA,Not Applicable
117318,FALSE,0,1,1
117319,FALSE,0,1,1
117104,TRUE,0,NA,Not Applicable
117788,FALSE,0,1,1
116946,FALSE,0,1,1
117776,FALSE,0,1,1
117105,TRUE,0,NA,Not Applicable
117815,TRUE,0,NA,Not Applicable
117785,FALSE,0,1,1
117794,FALSE,0,1,1
117782,FALSE,0,1,1
117779,FALSE,0,1,1
117865,TRUE,0,NA,Not Applicable
11770,FALSE,0,1,1
117061,FALSE,0,1,1
117770,FALSE,0,1,1
117417,FALSE,0,1,1
117878,TRUE,0,NA,Not Applicable
117813,TRUE,0,NA,Not Applicable
117791,FALSE,0,1,1
116898,TRUE,0,NA,Not Applicable
117148,FALSE,0,1,1
117773,FALSE,0,1,1
117863,TRUE,0,NA,Not Applicable
117882,TRUE,0,NA,Not Applicable
117413,FALSE,1,2,2
11779,FALSE,0,1,1
117901,TRUE,0,NA,Not Applicable
117880,TRUE,0,NA,Not Applicable
117803,FALSE,0,1,1
117721,FALSE,1,2,2
117893,TRUE,0,NA,Not Applicable
117887,TRUE,0,NA,Not Applicable
117812,TRUE,0,NA,Not Applicable
117895,TRUE,0,NA,Not Applicable
117869,TRUE,0,NA,Not Applicable
117876,TRUE,0,NA,Not Applicable
117814,TRUE,0,NA,Not Applicable
117871,TRUE,0,NA,Not Applicable
117767,FALSE,0,1,1
117321,FALSE,0,1,1
117867,TRUE,0,NA,Not Applicable
117816,TRUE,0,NA,Not Applicable
117801,FALSE,0,1,1
117897,TRUE,0,NA,Not Applicable
117899,TRUE,0,NA,Not Applicable
117905,TRUE,0,NA,Not Applicable
117903,TRUE,0,NA,Not Applicable
117889,TRUE,0,NA,Not Applicable
117891,TRUE,0,NA,Not Applicable
117926,FALSE,0,1,1
118011,TRUE,0,NA,Not Applicable
117928,FALSE,0,1,1
117929,FALSE,0,1,1
117927,FALSE,0,1,1
11795,FALSE,0,1,1
118012,TRUE,0,NA,Not Applicable
118031,FALSE,0,1,1
118089,FALSE,0,1,1
118072,FALSE,0,1,1
118296,FALSE,0,1,1
118297,FALSE,0,1,1
118073,FALSE,0,1,1
118093,FALSE,0,1,1
118040,FALSE,0,1,1
118084,FALSE,0,1,1
118328,FALSE,0,1,1
118298,FALSE,0,1,1
118910,FALSE,0,1,1
118710,FALSE,0,1,1
118321,FALSE,0,1,1
118709,FALSE,0,1,1
118912,FALSE,0,1,1
118628,FALSE,0,1,1
118911,FALSE,0,1,1
118422,TRUE,0,NA,Not Applicable
118317,FALSE,0,1,1
118032,FALSE,0,1,1
118636,FALSE,0,1,1
118300,FALSE,0,1,1
119059,FALSE,0,1,1
118864,FALSE,0,1,1
118711,FALSE,0,1,1
118301,FALSE,0,1,1
118732,FALSE,0,1,1
118312,FALSE,0,1,1
11923,FALSE,0,1,1
118614,FALSE,0,1,1
118299,FALSE,0,1,1
118327,FALSE,0,1,1
118315,FALSE,0,1,1
118742,FALSE,0,1,1
118956,FALSE,0,1,1
118483,FALSE,0,1,1
11941,FALSE,0,1,1
118360,FALSE,0,1,1
118615,FALSE,0,1,1
118330,FALSE,0,1,1
118850,FALSE,0,1,1
118870,FALSE,0,1,1
118313,FALSE,0,1,1
120179,FALSE,0,1,1
11957,FALSE,0,1,1
119223,FALSE,0,1,1
119061,FALSE,0,1,1
118314,FALSE,0,1,1
120184,FALSE,0,1,1
119910,FALSE,0,1,1
118993,TRUE,0,NA,Not Applicable
118952,FALSE,0,1,1
119906,FALSE,0,1,1
118738,FALSE,0,1,1
119295,FALSE,0,1,1
119950,FALSE,0,1,1
118736,FALSE,0,1,1
120181,FALSE,0,1,1
119021,FALSE,0,1,1
118734,FALSE,0,1,1
11956,TRUE,0,NA,Not Applicable
120219,FALSE,0,1,1
118979,FALSE,1,2,2
119296,FALSE,0,1,1
11928,FALSE,0,1,1
120180,FALSE,0,1,1
